Model Auta,Verze modelu,Cena,Datum registrace,Najezd,Stk,Stav,Vykon,Objem motoru,Typ paliva,Typ prevodovky,Typ karoserie,Pocet dveri,Pocet mist,Barva exterieru,Adresa prodejce
BMW Řada 5,530XD 170KW M-Paket! tažné!!!,111 111 Kč,2006,179300km,neuvedeno,Velmi dobrý,170 kW / 231 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,Podhorni Ujezd 142 Podhorní Ujezd 50754
BMW Řada 3,"2,0 320i 125kW",109 000 Kč,6/2010,178634km,5/2026,Velmi dobrý,125 kW / 170 PS,1 995 cm³,benzin,manuální převodovka,sedan,4 dveře,5 míst,modrá,Kutnohorská Praha 10 10900
BMW X5,3.0D,111 111 Kč,2002,212000km,neuvedeno,Dobrý,135 kW / 184 PS,2 926 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Podhorni Ujezd 142 Podhorní Ujezd 50754
BMW Řada 3,318d 105Kw*Navi*Xenony*,114 900 Kč,2008,225000km,neuvedeno,Perfektní,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,zelená,K Měcholupům Praha - Horní Měcholupy 10900
BMW Řada 3,"2.0i 320i, TZ, panor",109 000 Kč,2007,212295km,5/2025,neuvedeno,110 kW / 150 PS,1 995 cm³,benzin,manuální převodovka,kombi,5 dveří,5 míst,modrá metalíza,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 1,116 2.0i 90kw KLIMATIZACE ALU,114 900 Kč,10/2010,197660km,11/2026,Velmi dobrý,90 kW / 122 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,černá metalíza,SUVOROVOVA Nový Jičín 74242
BMW X3,"3.0d, 4X4, Automat, Xenony",110 000 Kč,2005,356805km,10/2025,Dobrý,150 kW / 204 PS,3 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,zelená,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"320D combi, navigace",109 000 Kč,2007,198000km,4/2026,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,šedá,Bohumila Slámy 557 PLASY 33101
BMW Řada 3,320d Touring 110kW / TAŽNÉ,115 000 Kč,2007,199893km,4/2026,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,šedá metalíza,Borská 2767/89 Plzeň 30100
BMW Řada 3,320i 110kW *Automat*Alu*Navi*,109 900 Kč,2006,201300km,neuvedeno,Velmi dobrý,110 kW / 150 PS,1 995 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,černá,K Měcholupům Praha - Horní Měcholupy 10900
BMW Řada 1,"2.0i 118i, STK06/2026",110 000 Kč,2010,135874km,6/2026,neuvedeno,105 kW / 143 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,modrá metalíza,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 1,"2,0i, 90kW,nová STK",109 000 Kč,9/2010,150509km,1/2027,Perfektní,90 kW / 122 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,hnědá metalíza,Lidická 265/70 Plzeň 32300
BMW Řada 3,325i E46 AT 141kW,119 999 Kč,11/2003,125493km,neuvedeno,Velmi dobrý,141 kW / 192 PS,2 494 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,stříbrná metalíza,Lovosická 778/2 PRAHA 9 - PROSEK 19000
BMW Řada 1,"118d, Serv.kniha",120 000 Kč,2009,179948km,1/2026,Dobrý,105 kW / 143 PS,2 000 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 1,SERVISKA-,119 000 Kč,2006,112911km,8/2023,Perfektní,85 kW / 116 PS,1 596 cm³,benzin,neuvedeno,neuvedeno,5 dveří,5 míst,černá,Olšinky 1 Kravaře-Kouty 74721
BMW Řada 3,"2,2 320i 125kW R6 KŮŽE VÝHŘEV",115 000 Kč,12/2000,198935km,8/2025,Dobrý,125 kW / 170 PS,2 171 cm³,benzin,manuální převodovka,kabriolet,2 dveře,4 místa,světle zelená,"Horní lán 1306/4 Olomouc, Olomoucký kraj 77900"
BMW Řada 3,328i DRIFT,119 999 Kč,12/1997,200000km,4/2026,Dobrý,142 kW / 193 PS,2 793 cm³,benzin,neuvedeno,sedan,4 dveře,5 míst,bílá,Čestice 154 Čestice 51741
BMW Řada 5,Kombi 530 D,119 900 Kč,2005,224320km,2/2026,Dobrý,170 kW / 231 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,šedá metalíza,Jesenická 3071/1d Šumperk 78701
BMW Řada 3,"2,0 320d Panorama,Navigace",118 000 Kč,2/2007,132000km,neuvedeno,Velmi dobrý,120 kW / 163 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá,Uherskobrodská 961 Luhačovice 76326
BMW Řada 1,"2.0i,rezervace",119 900 Kč,2006,188779km,7/2026,Velmi dobrý,95 kW / 129 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,černá metalíza,Plzeňská ul. Beroun Beroun 26601
BMW Řada 1,"116i, Xenon, dualklima, nové r",119 000 Kč,3/2010,202600km,8/2026,Velmi dobrý,90 kW / 122 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,bílá,K Solné stezce Říčany u Prahy 25101
BMW Řada 3,330xd FACELIFT 4X4,119 999 Kč,5/2002,216000km,9/2025,Perfektní,135 kW / 184 PS,2 926 cm³,nafta,manuální převodovka,sedan,5 dveří,5 míst,fialová metalíza,Čestice 154 Čestice 51741
BMW Řada 5,"3.0D, Xenon",120 000 Kč,2007,246819km,9/2026,neuvedeno,173 kW / 235 PS,2 993 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 3,"2,0 320d 120KW • BEZ DPF • ALU",118 990 Kč,2/2007,309500km,8/2026,Velmi dobrý,120 kW / 163 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,4 místa,světle modrá metalíza,Lažínky 68 Moravské Budějovice 67602
BMW Řada 1,116i 6-ti kvalt,119 999 Kč,9/2010,167700km,4/2025,Perfektní,90 kW / 122 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,černá metalíza,Čestice 154 Čestice 51741
BMW Řada 1,120i,119 997 Kč,2006,253000km,5/2025,Velmi dobrý,110 kW / 150 PS,1 995 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,černá,Čestice 154 Čestice 51741
BMW Řada 1,118D 85KW DIGI – PO SERVISU,119 800 Kč,2010,274000km,8/2026,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,bílá,Stará pošta 750 Rajhrad 66461
BMW Řada 1,118d,120 000 Kč,2005,128875km,1/2027,Dobrý,90 kW / 122 PS,2 000 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,červená,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Z3,"1,8 i 85 KW",122 222 Kč,1997,203500km,neuvedeno,Perfektní,85 kW / 116 PS,1 796 cm³,benzin,manuální převodovka,kabriolet,2 dveře,2 místa,černá metalíza,Podhorni Ujezd 142 Podhorní Ujezd 50754
BMW Řada 3,"320 i, Tempomat, Park. senzory",115 000 Kč,2007,203135km,8/2025,Dobrý,110 kW / 150 PS,2 000 cm³,benzin,manuální převodovka,kombi,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,316d 85kW KOMBI,123 000 Kč,12/2010,207000km,7/2025,Velmi dobrý,85 kW / 116 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá metalíza,Pražská 379 Lubenec 43983
BMW Řada 3,"316 d, Navi, Tempomat",120 000 Kč,2011,268843km,10/2026,Dobrý,85 kW / 116 PS,2 000 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,330xi NAVI PROF KŮŽE XENON ALU,129 000 Kč,2005,249000km,9/2026,Dobrý,190 kW / 258 PS,2 996 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,Pod Hájem 97 Králův Dvůr 26701
BMW Řada 1,"116i 100kW Sport AAC ČR 1,6",129 900 Kč,5/2013,179080km,11/2025,Velmi dobrý,100 kW / 136 PS,1 598 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,bílá,Na Chodovci 2457/1 Praha 4 14100
BMW Řada 1,"120i NOVÉ V ČR 2,0",129 000 Kč,4/2008,130000km,10/2025,Perfektní,125 kW / 170 PS,1 995 cm³,benzin,aut. převodovka,hatchback,3 dveře,4 místa,hnědá,Svinenská 636 Veselí nad Lužnicí 39181
BMW Řada 5,520 D LCI facelift manuál,129 000 Kč,2008,333200km,1/2027,Velmi dobrý,120 kW / 163 PS,1 995 cm³,nafta,manuální převodovka,sedan,4 dveře,5 míst,tmavě šedá metalíza,Kostelecká 37 Praha 9 Čakovice 19600
BMW X3,"2.0 d xDrive, AC, tempo, kůže",128 000 Kč,2005,123485km,7/2026,neuvedeno,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,černá metalíza,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 3,315 E21,125 000 Kč,1984,133095km,neuvedeno,Perfektní,neuvedeno,1 570 cm³,benzin,neuvedeno,kupé,neuvedeno,5 míst,neuvedeno,Líšný 2.díl 6 Líšný 46822
BMW Řada 3,"2,0 2.0i SERVISKA,KLIMA,MANUAL",125 000 Kč,1/2006,200000km,5/2026,Velmi dobrý,95 kW / 129 PS,1 995 cm³,benzin,manuální převodovka,sedan,5 dveří,5 míst,tmavě šedá metalíza,SPOJOVACÍ 783/41 Praha 9 (areál AUTODRUŽSTVO) 19000
BMW Řada 3,323 2.5i L6 170PS KLIMA Kůže,129 900 Kč,8/1998,217540km,6/2026,Dobrý,125 kW / 170 PS,2 494 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,stříbrná metalíza,Lubina 67 Kopřivnice 74221
BMW Řada 3,"3,0 330d M-PAKET,PANORAMA",129 900 Kč,12/2008,285083km,6/2025,Dobrý,180 kW / 245 PS,2 993 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,modrá metalíza,Vizovická 442 Zlín 76001
BMW Řada 3,"318 d, Serv.kniha, Tempomat",125 000 Kč,2010,208045km,1/2027,Dobrý,105 kW / 143 PS,2 000 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"2.0d 320d xDrive, AT, STK03",125 000 Kč,2009,281903km,3/2026,neuvedeno,130 kW / 177 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,šedá metalíza,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 1,"2,0d, 85kw",129 000 Kč,2010,224000km,11/2025,Dobrý,85 kW / 116 PS,1 995 cm³,nafta,neuvedeno,hatchback,5 dveří,5 míst,černá metalíza,Ostravská 282/108 Suche Lazce 74795
BMW Řada 3,"3,0 330ix",125 000 Kč,12/2001,281552km,9/2026,Dobrý,170 kW / 231 PS,2 979 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,modrá,PRAŽSKÁ 157 PARDUBICE 53006
BMW Řada 5,"2,0 520d Touring",125 000 Kč,10/2007,323600km,12/2025,Perfektní,120 kW / 163 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,stříbrná metalíza,Na Vyšehradě 1097 Polička 57201
BMW Řada 1,"2,0 118d",124 900 Kč,7/2007,149863km,4/2025,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,světle šedá,K Barrandovu 1053/10 Praha 5 - Barrandov 15200
BMW Řada 3,"318 Ci Cabrio, Kůže, TOP Stav",129 877 Kč,3/2006,234100km,9/2025,Velmi dobrý,110 kW / 150 PS,1 995 cm³,benzin,manuální převodovka,kabriolet,2 dveře,4 místa,černá,Syllabova 1151/1 Ostrava 70300
BMW Řada 3,320i 110KW man – 96.719KM!,129 990 Kč,2005,96000km,2/2027,Velmi dobrý,110 kW / 150 PS,1 995 cm³,benzin,manuální převodovka,sedan,4 dveře,5 míst,šedá metalíza,Stará pošta 750 Rajhrad 66461
BMW Řada 3,"318 i, Park. senzory",125 000 Kč,2008,182452km,11/2025,Dobrý,105 kW / 143 PS,2 000 cm³,benzin,manuální převodovka,sedan,4 dveře,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,320D-135KW*DIGIKLIMA**VYHŘ.SED,129 000 Kč,2010,195314km,2/2027,Dobrý,135 kW / 184 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,tmavě modrá,"GRE-CAR, s.r.o., DIČ:CZ07961430 provozovna: Vlkošská, Vracov 69642"
BMW Řada 1,"116i, Automat, Navi, Xenony",130 000 Kč,2008,175416km,1/2027,Dobrý,90 kW / 122 PS,1 600 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,"525i(3.0),6sMAN,KŮŽE,PANORAMA",134 999 Kč,11/2009,222499km,neuvedeno,Velmi dobrý,160 kW / 218 PS,2 996 cm³,benzin,manuální převodovka,kombi,5 dveří,5 míst,tmavě šedá metalíza,Náchodská 73 Praha 9 19800
BMW Řada 3,316 automat E30 perfektní,139 000 Kč,1984,114000km,6/2026,Velmi dobrý,66 kW / 90 PS,1 766 cm³,benzin,neuvedeno,sedan,4 dveře,5 míst,modrá metalíza,Koněvova 143 Praha 3 13000
BMW Řada 3,"2,0 D /130 kW/",138 000 Kč,6/2009,130900km,8/2026,Velmi dobrý,130 kW / 177 PS,1 995 cm³,nafta,manuální převodovka,sedan,4 dveře,5 míst,černá,BOBRKY 466 Vsetín 75501
BMW Řada 5,530Xd PĚKNÝ STAV,134 900 Kč,2005,285608km,5/2025,Dobrý,170 kW / 231 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,šedá,Plazy Mladá Boleslav 29301
BMW X3,"2.0 D, 110kW, ČR",134 000 Kč,2006,263000km,4/2026,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,černá metalíza,Nový Brázdim 27 Brázdim 25063
BMW Řada 1,118d Digi Klima 2x Sada Kol,139 000 Kč,2008,114975km,11/2025,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,černá,Bylany 147 Bylany 53801
BMW X3,"xDrive20d, 4X4, Xenony",130 000 Kč,2008,257628km,2/2027,Dobrý,130 kW / 177 PS,2 000 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,stříbrná metalíza,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X3,"3.0d xDrive, automat, xenony",139 000 Kč,2/2008,282000km,1/2027,Dobrý,160 kW / 218 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá,Dolní Vinice Kly u Mělníka 27741
BMW Řada 3,2.0d 105kW Dig.Klima Tažné R18,134 000 Kč,5/2009,200000km,neuvedeno,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,šedá metalíza,Olomoucká 21a (vedle BENZINY) Brno-Černovice 61800
BMW Řada 3,"2.0D, bixen, kůže",135 000 Kč,2012,271750km,5/2026,neuvedeno,135 kW / 184 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,červená,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 3,"318Ci, SERV.KN., HARDTOP.",139 000 Kč,5/2003,180799km,8/2025,Perfektní,105 kW / 143 PS,1 995 cm³,benzin,aut. převodovka,kabriolet,2 dveře,4 místa,černá metalíza,Počernická 0 Praha 10 Malešice 10800
BMW Řada 3,"2,5 325 XI Xdrive",137 000 Kč,5/2006,202651km,4/2025,Velmi dobrý,160 kW / 218 PS,2 497 cm³,benzin,manuální převodovka,sedan,5 dveří,5 míst,světle šedá,Milín 354 Milín 26231
BMW X1,"1.8d x-DRIVE/2014/MAN6,105KW,D",139 000 Kč,7/2013,316987km,2/2027,Perfektní,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,šedá metalíza,Nad Šutkou 6 Praha 8 18200
BMW Řada 3,"320 i, Tempomat, Park. senzory",130 000 Kč,2006,177376km,5/2026,Dobrý,110 kW / 150 PS,2 000 cm³,benzin,manuální převodovka,sedan,4 dveře,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"320 d, Tempomat, Vyhř. sedaček",130 000 Kč,2011,206241km,7/2025,Dobrý,135 kW / 184 PS,2 000 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X3,"3.0d, 4X4, Automat",130 000 Kč,2006,203458km,9/2026,Dobrý,160 kW / 218 PS,3 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"2.0d 320d, AT, navi",139 000 Kč,2009,214667km,8/2026,neuvedeno,130 kW / 177 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,modrá metalíza,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 3,"318 i, Tempomat, Park. senzory",130 000 Kč,2007,180662km,3/2026,Dobrý,95 kW / 129 PS,2 000 cm³,benzin,manuální převodovka,sedan,4 dveře,5 míst,hnědá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,"3,0 530d xDrive 173kW AT6 Pano",134 000 Kč,10/2010,313340km,10/2025,Velmi dobrý,173 kW / 235 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,světle šedá,Vožická 2504 Tábor 39002
BMW Ostatní,1602 jako 2002,135 000 Kč,1970,neuvedeno,neuvedeno,Perfektní,neuvedeno,neuvedeno,neuvedeno,neuvedeno,neuvedeno,neuvedeno,neuvedeno,neuvedeno,Líšný 2.díl 6 Líšný 46822
BMW X1,"xDrive20d, 4X4, Serv.kniha",140 000 Kč,2009,324185km,9/2025,Dobrý,130 kW / 177 PS,2 000 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,"520d, Serv.kniha, Navi, Xenony",140 000 Kč,2011,483273km,11/2025,Dobrý,135 kW / 184 PS,2 000 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 1,"120d, Navi, Xenony",140 000 Kč,2011,177455km,2/2027,Dobrý,130 kW / 177 PS,2 000 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW X5,4.4i V8 210 kW NOVÁ STK,139 900 Kč,6/2000,335568km,1/2027,Velmi dobrý,210 kW / 286 PS,4 398 cm³,benzin,aut. převodovka,SUV,5 dveří,4 místa,modrá,Masarykova 412 DOMAŽLICE 34401
BMW Řada 3,"318 i, Automat, Navi, Xenony",140 000 Kč,2010,225460km,6/2026,Dobrý,105 kW / 143 PS,2 000 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,šedá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,"2.2i 520i, Xenon, šíbr",142 000 Kč,2005,131371km,6/2026,neuvedeno,125 kW / 170 PS,2 171 cm³,benzin,manuální převodovka,sedan,5 dveří,5 míst,šedá,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW X3,"2, 0 D 4x4",146 000 Kč,2006,188000km,9/2026,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,modrá metalíza,Holín 57 Jičín 50601
BMW X3,"2,0 105KW xDrive 4X4 SERVIS",144 990 Kč,2/2010,245800km,4/2025,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,černá metalíza,Lažínky 68 Moravské Budějovice 67602
BMW Z3,1.8i 85kw Velice pěkný stav!,144 900 Kč,1997,232600km,6/2025,Dobrý,85 kW / 116 PS,1 796 cm³,benzin,manuální převodovka,kabriolet,2 dveře,2 místa,zelená,Pražská 835 Náchod 54701
BMW Řada 5,"525i, Automat, Xenony",140 000 Kč,2008,176074km,6/2026,Dobrý,160 kW / 218 PS,2 500 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 1,118D 105kW M-paket,147 000 Kč,2013,263000km,8/2026,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,hatchback,3 dveře,5 míst,černá metalíza,S.K.Neumanna 2708 Pardubice 53002
BMW X3,"2,0 D XDRIVE PANORAMA TZ",145 000 Kč,10/2008,246404km,1/2027,Velmi dobrý,130 kW / 177 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Lipská 4696 Chomutov 43001
BMW Řada 1,118i Cabrio,139 900 Kč,11/2009,312542km,5/2025,Velmi dobrý,105 kW / 143 PS,1 995 cm³,benzin,manuální převodovka,kabriolet,2 dveře,4 místa,světle zelená metalíza,Holice 1045 Olomouc - Holice 77900
BMW Řada 3,330XD 170KW 4x4 – MANUÁL,139 990 Kč,2008,175000km,1/2027,Velmi dobrý,170 kW / 231 PS,2 993 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,šedá metalíza,Stará pošta 750 Rajhrad 66461
BMW X3,2.0d 4x4 XENON SERVIS,144 000 Kč,4/2006,314500km,2/2027,Velmi dobrý,110 kW / 150 PS,1 995 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,šedá,Děbolín 64 Jindřichův Hradec 37701
BMW Řada 3,330 XD,139 900 Kč,2001,270900km,8/2025,Perfektní,135 kW / 184 PS,2 926 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,stříbrná metalíza,Ostravská 309 Bílovec 74291
BMW Řada 3,"320 i, Serv.kniha, Xenony",140 000 Kč,2012,209639km,7/2026,Dobrý,125 kW / 170 PS,2 000 cm³,benzin,manuální převodovka,kupé,2 dveře,4 místa,červená,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,2.0D 130kW 2 SADY KOL,142 000 Kč,2008,229800km,11/2024,Perfektní,130 kW / 177 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,šedá,Slavičky 39 Slavičky 67501
BMW Řada 3,"316 d, Tempomat",140 000 Kč,2011,194260km,2/2026,Dobrý,85 kW / 116 PS,2 000 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,"530d, 4X4, Xenony, Tempomat",140 000 Kč,2006,219392km,2/2026,Dobrý,170 kW / 231 PS,3 000 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,318 i Hardtop,147 000 Kč,1995,316000km,11/2024,Velmi dobrý,85 kW / 116 PS,1 796 cm³,benzin,manuální převodovka,kabriolet,2 dveře,4 místa,černá metalíza,Křižíkova 15 a BRNO - KRÁLOVO POLE 61200
BMW Řada 3,"2,2 320Ci 170PS",149 000 Kč,5/2001,239475km,2/2026,Dobrý,125 kW / 170 PS,2 171 cm³,benzin,manuální převodovka,kupé,2 dveře,5 míst,stříbrná metalíza,Horka u Staré Paky 10 Horka u Staré Paky 51234
BMW Řada 5,"3.0i 4x4, AT, navi, kůže",150 000 Kč,2008,262242km,6/2026,neuvedeno,200 kW / 272 PS,2 996 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,modrá,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 3,320 XDRIVE,149 000 Kč,10/2009,224000km,6/2026,Velmi dobrý,130 kW / 177 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,světle hnědá metalíza,Šarovy 23 Šarovy u Zlína 76351
BMW Řada 1,1.6i 75kW,149 900 Kč,2013,160000km,11/2025,Perfektní,75 kW / 102 PS,1 598 cm³,benzin,manuální převodovka,hatchback,5 dveří,5 míst,oranžová,Slavičky 39 Slavičky 67501
BMW Řada 5,"2,5 523i Touring",149 000 Kč,9/2007,268000km,5/2026,Velmi dobrý,140 kW / 190 PS,2 497 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,SPOJOVACÍ 783/41 Praha 9 (areál AUTODRUŽSTVO) 19000
BMW Řada 3,"320 i, Navi, Xenony, Tempomat",150 000 Kč,2010,276722km,2/2027,Dobrý,125 kW / 170 PS,2 000 cm³,benzin,manuální převodovka,kupé,3 dveře,4 místa,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 5,"e61 530xd kuže ,navi,235hp",148 000 Kč,2008,233000km,12/2027,Velmi dobrý,173 kW / 235 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,stříbrná,U Farmy 1049/12 Karviná-Ráj 73401
BMW Řada 7,"2,5 725TDS AUTO",149 000 Kč,8/1999,230700km,8/2026,Dobrý,105 kW / 143 PS,2 497 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,modrá metalíza,Znojemská 88 Jihlava 58601
BMW X3,"3,0 30D XDRIVE,XENONY,TAŽNÉ",149 900 Kč,5/2008,310110km,11/2025,Dobrý,160 kW / 218 PS,2 993 cm³,nafta,manuální převodovka,SUV,5 dveří,5 míst,bílá,Vizovická 442 Zlín 76001
BMW Řada 3,318 D,149 999 Kč,5/2011,205200km,7/2025,Velmi dobrý,105 kW / 143 PS,1 995 cm³,nafta,manuální převodovka,sedan,4 dveře,5 míst,tmavě modrá metalíza,Čestice 154 Čestice 51741
BMW Řada 5,530i xDrive*200kw*ATF1*STK,149 000 Kč,7/2008,333758km,2/2026,Perfektní,200 kW / 272 PS,2 996 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,světle šedá,Jičínská 414 Mladá Boleslav 29301
BMW Řada 1,"Urban Line 120d, Navi, Xenony",150 000 Kč,2011,185037km,7/2025,Dobrý,135 kW / 184 PS,2 000 cm³,nafta,manuální převodovka,hatchback,5 dveří,5 míst,modrá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,"318D NAVI, GARANCE KM",148 800 Kč,2011,209039km,10/2026,Velmi dobrý,100 kW / 136 PS,1 995 cm³,nafta,manuální převodovka,kombi,5 dveří,5 míst,šedá,Plazy Mladá Boleslav 29301
